country,year,sex,age,suicides_no,population,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,1.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Anguilla,1905,female,15-24 years,0.00,,
Anguilla,1905,female,25-34 years,0.00,,
Anguilla,1905,female,35-54 years,0.00,,
Anguilla,1905,female,5-14 years,0.00,,
Anguilla,1905,female,55-74 years,0.00,,
Anguilla,1905,female,75+ years,0.00,,
Anguilla,1905,male,15-24 years,0.00,,
Anguilla,1905,male,25-34 years,0.00,,
Anguilla,1905,male,35-54 years,0.00,,
Anguilla,1905,male,5-14 years,0.00,,
Anguilla,1905,male,55-74 years,0.00,,
Anguilla,1905,male,75+ years,0.00,,
Antigua and Barbuda,1905,female,15-24 years,0.00,7882.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6341.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,6284.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8119.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3729.00,
Antigua and Barbuda,1905,female,75+ years,0.00,904.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,7932.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6317.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,5929.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,8165.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2700.00,
Antigua and Barbuda,1905,male,75+ years,0.00,389.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7709.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6344.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,6173.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,7339.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3778.00,
Antigua and Barbuda,1905,female,75+ years,0.00,949.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,7667.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6194.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,5970.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7304.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2723.00,
Antigua and Barbuda,1905,male,75+ years,0.00,424.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7668.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6209.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,6101.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,6907.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3764.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1014.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,7563.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6023.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,5947.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,6827.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2771.00,
Antigua and Barbuda,1905,male,75+ years,0.00,476.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7583.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6101.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,6059.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,6623.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3738.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1081.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,7421.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,5893.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,5927.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,6499.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2798.00,
Antigua and Barbuda,1905,male,75+ years,0.00,538.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7413.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6041.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,6021.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,6527.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3708.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1141.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,7209.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,5826.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,5907.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,6355.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2813.00,
Antigua and Barbuda,1905,male,75+ years,0.00,603.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7152.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6059.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,5969.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,6621.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3696.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1195.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6927.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,5835.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,5862.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,6403.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2843.00,
Antigua and Barbuda,1905,male,75+ years,0.00,676.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6827.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6172.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,5895.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,6877.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3706.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1252.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6598.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,5937.00,
Antigua and Barbuda,1905,male,35-54 years,1.00,5799.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,6611.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2902.00,
Antigua and Barbuda,1905,male,75+ years,0.00,758.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6595.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6396.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,6198.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,7089.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3665.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1293.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6401.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6156.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,6122.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,6818.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2857.00,
Antigua and Barbuda,1905,male,75+ years,0.00,804.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6369.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6650.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,6534.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,7311.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3648.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1339.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6221.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6409.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,6497.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7059.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2851.00,
Antigua and Barbuda,1905,male,75+ years,0.00,853.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6182.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6914.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,6917.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,7529.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3662.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1386.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6069.00,
Antigua and Barbuda,1905,male,25-34 years,1.00,6668.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,6915.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7298.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2879.00,
Antigua and Barbuda,1905,male,75+ years,0.00,896.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6083.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,7151.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,7357.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,7722.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3715.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1437.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,5976.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6886.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,7359.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7494.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,2935.00,
Antigua and Barbuda,1905,male,75+ years,0.00,929.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6099.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,7333.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,7851.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,7885.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3808.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1488.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,5953.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,7023.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,7809.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7632.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,3021.00,
Antigua and Barbuda,1905,male,75+ years,0.00,944.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6529.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,8332.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,9615.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8183.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3921.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1476.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,5916.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,7294.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,9086.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7706.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,3213.00,
Antigua and Barbuda,1905,male,75+ years,0.00,954.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6589.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,8526.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,10311.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8314.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3968.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1451.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,5845.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,7263.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,9537.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7805.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,3276.00,
Antigua and Barbuda,1905,male,75+ years,0.00,947.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6616.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,8595.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,11040.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8439.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,3986.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1413.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,5783.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,7177.00,
Antigua and Barbuda,1905,male,35-54 years,1.00,10033.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7973.00,
Antigua and Barbuda,1905,male,55-74 years,1.00,3333.00,
Antigua and Barbuda,1905,male,75+ years,0.00,938.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,6902.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,8425.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,11402.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8428.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,4037.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1487.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6084.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,7071.00,
Antigua and Barbuda,1905,male,35-54 years,2.00,10281.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7958.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,3442.00,
Antigua and Barbuda,1905,male,75+ years,0.00,980.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7196.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,8155.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,11760.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8408.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,4050.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1547.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6416.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6921.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,10604.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,7980.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,3527.00,
Antigua and Barbuda,1905,male,75+ years,0.00,1024.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7454.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,7831.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,12129.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8423.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,4054.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1583.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6730.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6734.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,10997.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,8061.00,
Antigua and Barbuda,1905,male,55-74 years,1.00,3594.00,
Antigua and Barbuda,1905,male,75+ years,0.00,1068.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7648.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,7531.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,12492.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8488.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,4088.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1590.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,6968.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6556.00,
Antigua and Barbuda,1905,male,35-54 years,1.00,11406.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,8196.00,
Antigua and Barbuda,1905,male,55-74 years,1.00,3665.00,
Antigua and Barbuda,1905,male,75+ years,0.00,1094.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7780.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,7327.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,12835.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8584.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,4157.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1575.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,7113.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6444.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,11778.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,8358.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,3748.00,
Antigua and Barbuda,1905,male,75+ years,0.00,1110.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,7902.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,7098.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,13374.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8571.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,4256.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1573.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,7239.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6319.00,
Antigua and Barbuda,1905,male,35-54 years,0.00,12202.00,
Antigua and Barbuda,1905,male,5-14 years,0.00,8485.00,
Antigua and Barbuda,1905,male,55-74 years,0.00,3847.00,
Antigua and Barbuda,1905,male,75+ years,0.00,1107.00,
Antigua and Barbuda,1905,female,15-24 years,0.00,8013.00,
Antigua and Barbuda,1905,female,25-34 years,0.00,6962.00,
Antigua and Barbuda,1905,female,35-54 years,0.00,13860.00,
Antigua and Barbuda,1905,female,5-14 years,0.00,8555.00,
Antigua and Barbuda,1905,female,55-74 years,0.00,4400.00,
Antigua and Barbuda,1905,female,75+ years,0.00,1568.00,
Antigua and Barbuda,1905,male,15-24 years,0.00,7330.00,
Antigua and Barbuda,1905,male,25-34 years,0.00,6267.00,
